"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Births"
	"Alabama"	"01"	"2003"	"2003"	"January"	"1"	"Under 15 years"	"15"	15
	"Alabama"	"01"	"2003"	"2003"	"January"	"1"	"15-19 years"	"15-19"	688
	"Alabama"	"01"	"2003"	"2003"	"January"	"1"	"20-24 years"	"20-24"	1496
	"Alabama"	"01"	"2003"	"2003"	"January"	"1"	"25-29 years"	"25-29"	1341
	"Alabama"	"01"	"2003"	"2003"	"January"	"1"	"30-34 years"	"30-34"	905
	"Alabama"	"01"	"2003"	"2003"	"January"	"1"	"35-39 years"	"35-39"	347
	"Alabama"	"01"	"2003"	"2003"	"January"	"1"	"40-44 years"	"40-44"	68
	"Alabama"	"01"	"2003"	"2003"	"January"	"1"	"45-49 years"	"45-49"	Suppressed
	"Alabama"	"01"	"2003"	"2003"	"January"	"1"	"50 years and over"	"50+"	0
	"Alabama"	"01"	"2003"	"2003"	"February"	"2"	"Under 15 years"	"15"	13
	"Alabama"	"01"	"2003"	"2003"	"February"	"2"	"15-19 years"	"15-19"	611
	"Alabama"	"01"	"2003"	"2003"	"February"	"2"	"20-24 years"	"20-24"	1355
	"Alabama"	"01"	"2003"	"2003"	"February"	"2"	"25-29 years"	"25-29"	1211
	"Alabama"	"01"	"2003"	"2003"	"February"	"2"	"30-34 years"	"30-34"	849
	"Alabama"	"01"	"2003"	"2003"	"February"	"2"	"35-39 years"	"35-39"	324
	"Alabama"	"01"	"2003"	"2003"	"February"	"2"	"40-44 years"	"40-44"	73
	"Alabama"	"01"	"2003"	"2003"	"February"	"2"	"45-49 years"	"45-49"	0
	"Alabama"	"01"	"2003"	"2003"	"February"	"2"	"50 years and over"	"50+"	Suppressed
	"Alabama"	"01"	"2003"	"2003"	"March"	"3"	"Under 15 years"	"15"	19
	"Alabama"	"01"	"2003"	"2003"	"March"	"3"	"15-19 years"	"15-19"	662
	"Alabama"	"01"	"2003"	"2003"	"March"	"3"	"20-24 years"	"20-24"	1479
	"Alabama"	"01"	"2003"	"2003"	"March"	"3"	"25-29 years"	"25-29"	1290
	"Alabama"	"01"	"2003"	"2003"	"March"	"3"	"30-34 years"	"30-34"	999
	"Alabama"	"01"	"2003"	"2003"	"March"	"3"	"35-39 years"	"35-39"	337
	"Alabama"	"01"	"2003"	"2003"	"March"	"3"	"40-44 years"	"40-44"	68
	"Alabama"	"01"	"2003"	"2003"	"March"	"3"	"45-49 years"	"45-49"	Suppressed
	"Alabama"	"01"	"2003"	"2003"	"March"	"3"	"50 years and over"	"50+"	0
	"Alabama"	"01"	"2003"	"2003"	"April"	"4"	"Under 15 years"	"15"	13
	"Alabama"	"01"	"2003"	"2003"	"April"	"4"	"15-19 years"	"15-19"	642
	"Alabama"	"01"	"2003"	"2003"	"April"	"4"	"20-24 years"	"20-24"	1445
	"Alabama"	"01"	"2003"	"2003"	"April"	"4"	"25-29 years"	"25-29"	1272
	"Alabama"	"01"	"2003"	"2003"	"April"	"4"	"30-34 years"	"30-34"	899
	"Alabama"	"01"	"2003"	"2003"	"April"	"4"	"35-39 years"	"35-39"	365
	"Alabama"	"01"	"2003"	"2003"	"April"	"4"	"40-44 years"	"40-44"	65
	"Alabama"	"01"	"2003"	"2003"	"April"	"4"	"45-49 years"	"45-49"	Suppressed
	"Alabama"	"01"	"2003"	"2003"	"April"	"4"	"50 years and over"	"50+"	0
	"Alabama"	"01"	"2003"	"2003"	"May"	"5"	"Under 15 years"	"15"	13
	"Alabama"	"01"	"2003"	"2003"	"May"	"5"	"15-19 years"	"15-19"	573
	"Alabama"	"01"	"2003"	"2003"	"May"	"5"	"20-24 years"	"20-24"	1507
	"Alabama"	"01"	"2003"	"2003"	"May"	"5"	"25-29 years"	"25-29"	1327
	"Alabama"	"01"	"2003"	"2003"	"May"	"5"	"30-34 years"	"30-34"	980
	"Alabama"	"01"	"2003"	"2003"	"May"	"5"	"35-39 years"	"35-39"	368
	"Alabama"	"01"	"2003"	"2003"	"May"	"5"	"40-44 years"	"40-44"	68
	"Alabama"	"01"	"2003"	"2003"	"May"	"5"	"45-49 years"	"45-49"	Suppressed
	"Alabama"	"01"	"2003"	"2003"	"May"	"5"	"50 years and over"	"50+"	0
	"Alabama"	"01"	"2003"	"2003"	"June"	"6"	"Under 15 years"	"15"	17
	"Alabama"	"01"	"2003"	"2003"	"June"	"6"	"15-19 years"	"15-19"	625
	"Alabama"	"01"	"2003"	"2003"	"June"	"6"	"20-24 years"	"20-24"	1470
	"Alabama"	"01"	"2003"	"2003"	"June"	"6"	"25-29 years"	"25-29"	1275
	"Alabama"	"01"	"2003"	"2003"	"June"	"6"	"30-34 years"	"30-34"	945
	"Alabama"	"01"	"2003"	"2003"	"June"	"6"	"35-39 years"	"35-39"	395
	"Alabama"	"01"	"2003"	"2003"	"June"	"6"	"40-44 years"	"40-44"	75
	"Alabama"	"01"	"2003"	"2003"	"June"	"6"	"45-49 years"	"45-49"	Suppressed
	"Alabama"	"01"	"2003"	"2003"	"June"	"6"	"50 years and over"	"50+"	0
	"Alabama"	"01"	"2003"	"2003"	"July"	"7"	"Under 15 years"	"15"	10
	"Alabama"	"01"	"2003"	"2003"	"July"	"7"	"15-19 years"	"15-19"	691
	"Alabama"	"01"	"2003"	"2003"	"July"	"7"	"20-24 years"	"20-24"	1670
	"Alabama"	"01"	"2003"	"2003"	"July"	"7"	"25-29 years"	"25-29"	1440
	"Alabama"	"01"	"2003"	"2003"	"July"	"7"	"30-34 years"	"30-34"	1058
	"Alabama"	"01"	"2003"	"2003"	"July"	"7"	"35-39 years"	"35-39"	358
	"Alabama"	"01"	"2003"	"2003"	"July"	"7"	"40-44 years"	"40-44"	63
	"Alabama"	"01"	"2003"	"2003"	"July"	"7"	"45-49 years"	"45-49"	Suppressed
	"Alabama"	"01"	"2003"	"2003"	"July"	"7"	"50 years and over"	"50+"	0
	"Alabama"	"01"	"2003"	"2003"	"August"	"8"	"Under 15 years"	"15"	15
	"Alabama"	"01"	"2003"	"2003"	"August"	"8"	"15-19 years"	"15-19"	712
	"Alabama"	"01"	"2003"	"2003"	"August"	"8"	"20-24 years"	"20-24"	1655
	"Alabama"	"01"	"2003"	"2003"	"August"	"8"	"25-29 years"	"25-29"	1390
	"Alabama"	"01"	"2003"	"2003"	"August"	"8"	"30-34 years"	"30-34"	955
	"Alabama"	"01"	"2003"	"2003"	"August"	"8"	"35-39 years"	"35-39"	405
	"Alabama"	"01"	"2003"	"2003"	"August"	"8"	"40-44 years"	"40-44"	75
	"Alabama"	"01"	"2003"	"2003"	"August"	"8"	"45-49 years"	"45-49"	Suppressed
	"Alabama"	"01"	"2003"	"2003"	"August"	"8"	"50 years and over"	"50+"	0
	"Alabama"	"01"	"2003"	"2003"	"September"	"9"	"Under 15 years"	"15"	14
	"Alabama"	"01"	"2003"	"2003"	"September"	"9"	"15-19 years"	"15-19"	723
	"Alabama"	"01"	"2003"	"2003"	"September"	"9"	"20-24 years"	"20-24"	1707
	"Alabama"	"01"	"2003"	"2003"	"September"	"9"	"25-29 years"	"25-29"	1400
	"Alabama"	"01"	"2003"	"2003"	"September"	"9"	"30-34 years"	"30-34"	1020
	"Alabama"	"01"	"2003"	"2003"	"September"	"9"	"35-39 years"	"35-39"	373
	"Alabama"	"01"	"2003"	"2003"	"September"	"9"	"40-44 years"	"40-44"	83
